_key_,_dataset_id_,_seconds_,Z_AB,__file__,_forecast_steps_derived_,model,group_msec,seconds_ahead,timesteps_orig,Epochs,units_range,batch_size,Z_BA,DeltaZ,Score_robusto,dAB,dBA
LSTM|40.0|10.0|60.0|20.0|64-256:64|8192.0,rssi_odom_dataset_12apr25_isolado.parquet→rssi_odom_dataset_11apr25_isolado,10.0,-1.8803659857147574,Resultado_experimentos_2DS_FatFrac_1211.xlsx,250,LSTM,40.0,10.0,60.0,20.0,64-256:64,8192.0,-5.182602897584104,3.302236911869347,0.06891074977398014,0.22208150129205168,0.030618061894462235
GRU|40.0|10.0|120.0|20.0|64-256:64|8192.0,rssi_odom_dataset_12apr25_isolado.parquet→rssi_odom_dataset_11apr25_isolado,10.0,-0.02897957219552648,Resultado_experimentos_2DS_FatFrac_1211.xlsx,250,GRU,40.0,10.0,120.0,20.0,64-256:64,8192.0,0.42796506370812987,-0.45694463590365636,0.5103056908132826,0.495170221526601,0.5708475679600091
LSTM|40.0|3.0|120.0|20.0|64-256:64|8192.0,rssi_odom_dataset_12apr25_isolado.parquet→rssi_odom_dataset_11apr25_isolado,3.0,-1.112875556915316,Resultado_experimentos_2DS_FatFrac_1211.xlsx,75,LSTM,40.0,3.0,120.0,20.0,64-256:64,8192.0,-0.5118260829518739,-0.601049473963442,0.3411708239619724,0.3225850826642964,0.4155137891526762
GRU|40.0|3.0|120.0|20.0|16-64:16|8192.0,rssi_odom_dataset_12apr25_isolado.parquet→rssi_odom_dataset_11apr25_isolado,3.0,-5.149024393821471,Resultado_experimentos_2DS_FatFrac_1211.xlsx,75,GRU,40.0,3.0,120.0,20.0,16-64:16,8192.0,-0.34775063628660485,-4.801273757534866,0.11349155992464008,0.0312895090452954,0.44229976344201866
LSTM|40.0|10.0|120.0|20.0|16-64:16|8192.0,rssi_odom_dataset_12apr25_isolado.parquet→rssi_odom_dataset_11apr25_isolado,10.0,-3.3607949758297986,Resultado_experimentos_2DS_FatFrac_1211.xlsx,250,LSTM,40.0,10.0,120.0,20.0,16-64:16,8192.0,0.5255635297683382,-3.8863585055981367,0.19427730792994802,0.09616946517435328,0.5867086789523269
LSTM|100.0|10.0|60.0|150.0|16-64:16|8192.0,rssi_odom_dataset_12apr25_isolado.parquet→rssi_odom_dataset_11apr25_isolado,10.0,0.8121776588961047,Resultado_experimentos_2DS_FatFrac_1211.xlsx,100,LSTM,100.0,10.0,60.0,150.0,16-64:16,8192.0,0.2946333267192127,0.517544332176892,0.5655886384364943,0.6321500723694498,0.5489482799532555
GRU|100.0|3.0|120.0|150.0|64-256:64|8192.0,rssi_odom_dataset_12apr25_isolado.parquet→rssi_odom_dataset_11apr25_isolado,3.0,0.7471178331371375,Resultado_experimentos_2DS_FatFrac_1211.xlsx,30,GRU,100.0,3.0,120.0,150.0,64-256:64,8192.0,0.8160598103526756,-0.06894197721553808,0.6241564815362525,0.6220076784594835,0.6327516938433286
LSTM|40.0|3.0|60.0|150.0|16-64:16|8192.0,rssi_odom_dataset_12apr25_isolado.parquet→rssi_odom_dataset_11apr25_isolado,3.0,0.30101337614768026,Resultado_experimentos_2DS_FatFrac_1211.xlsx,75,LSTM,40.0,3.0,60.0,150.0,16-64:16,8192.0,-0.3742821536218357,0.675295529769516,0.4603532768596022,0.550001209937189,0.4379412935902055
LSTM|100.0|3.0|60.0|150.0|64-256:64|8192.0,rssi_odom_dataset_12apr25_isolado.parquet→rssi_odom_dataset_11apr25_isolado,3.0,-0.9153482820392532,Resultado_experimentos_2DS_FatFrac_1211.xlsx,30,LSTM,100.0,3.0,60.0,150.0,64-256:64,8192.0,0.39291837416317316,-1.3082666562024263,0.39462788738003257,0.3520062345111476,0.5651144988555723
GRU|100.0|10.0|120.0|150.0|16-64:16|8192.0,rssi_odom_dataset_12apr25_isolado.parquet→rssi_odom_dataset_11apr25_isolado,10.0,-1.3487987137143234,Resultado_experimentos_2DS_FatFrac_1211.xlsx,100,GRU,100.0,10.0,120.0,150.0,16-64:16,8192.0,-1.550004200366094,0.20120548665177074,0.26779328951632875,0.2892151016417999,0.26243783648496094
LSTM|100.0|3.0|120.0|150.0|16-64:16|8192.0,rssi_odom_dataset_12apr25_isolado.parquet→rssi_odom_dataset_11apr25_isolado,3.0,-2.378132582525946,Resultado_experimentos_2DS_FatFrac_1211.xlsx,30,LSTM,100.0,3.0,120.0,150.0,16-64:16,8192.0,-2.9450269192419274,0.5668943367159813,0.13248965653615294,0.17002900395136392,0.1231048196823502
LSTM|100.0|3.0|60.0|20.0|16-64:16|8192.0,rssi_odom_dataset_12apr25_isolado.parquet→rssi_odom_dataset_11apr25_isolado,3.0,-1.4268336524329628,Resultado_experimentos_2DS_FatFrac_1211.xlsx,30,LSTM,100.0,3.0,60.0,20.0,16-64:16,8192.0,-1.9385236203042804,0.5116899678713176,0.22809218540185863,0.278639046896082,0.21545547002830281
